"state","date","day","hour"
"SP","2018-04","Saturday ","11"
"MG","2018-01","Thursday ","20"
"SP","2017-02","Tuesday  ","04"
"SP","2018-01","Tuesday  ","20"
"SE","2018-06","Tuesday  ","07"
"MG","2018-04","Monday   ","22"
"SC","2017-08","Sunday   ","21"
"PR","2017-12","Monday   ","11"
"MG","2017-04","Monday   ","10"
"SP","2018-02","Monday   ","21"
"MG","2018-07","Sunday   ","19"
"RJ","2018-03","Monday   ","08"
"RJ","2017-06","Friday   ","08"
"RJ","2017-06","Friday   ","08"
"SP","2017-08","Wednesday","18"
"PR","2018-05","Tuesday  ","19"
"RJ","2017-11","Friday   ","22"
"TO","2017-05","Thursday ","10"
"SP","2017-12","Tuesday  ","09"
"DF","2017-10","Friday   ","11"
"SP","2018-01","Tuesday  ","18"
"SC","2018-01","Tuesday  ","12"
"RJ","2018-08","Saturday ","15"
"SP","2018-07","Monday   ","12"
"PR","2017-08","Saturday ","19"
"MG","2017-08","Monday   ","08"
"SP","2018-03","Friday   ","16"
"DF","2018-04","Sunday   ","15"
"SP","2018-01","Wednesday","15"
"RJ","2018-06","Thursday ","20"
"SP","2018-07","Thursday ","22"
"SP","2018-03","Friday   ","15"
"AL","2018-03","Friday   ","11"
"SP","2018-07","Tuesday  ","12"
"DF","2018-08","Wednesday","17"
"SP","2017-01","Friday   ","19"
"SP","2017-01","Friday   ","19"
"SP","2017-12","Sunday   ","19"
"SP","2017-05","Wednesday","11"
"SP","2017-12","Saturday ","08"
"SP","2017-11","Sunday   ","11"
"MG","2018-05","Tuesday  ","19"
"ES","2018-02","Monday   ","21"
"MG","2017-05","Wednesday","21"
"RJ","2017-09","Friday   ","15"
"CE","2018-02","Wednesday","14"
"MG","2018-06","Sunday   ","23"
"SP","2018-07","Saturday ","14"
"SP","2018-01","Tuesday  ","15"
"SP","2018-04","Saturday ","08"
"SP","2018-04","Saturday ","08"
"SP","2018-04","Saturday ","08"
"SP","2018-04","Saturday ","08"
"SP","2018-04","Saturday ","08"
"SP","2018-04","Saturday ","08"
"MA","2018-05","Monday   ","16"
"AP","2017-11","Friday   ","16"
"SP","2017-04","Saturday ","17"
"BA","2017-09","Thursday ","10"
"SP","2018-03","Monday   ","17"
"PI","2018-06","Monday   ","16"
"SP","2017-05","Monday   ","17"
"SC","2017-07","Tuesday  ","23"
"SP","2017-09","Tuesday  ","16"
"RS","2017-08","Thursday ","09"
"PR","2017-06","Thursday ","19"
"PR","2017-08","Thursday ","21"
"SC","2018-07","Sunday   ","17"
"RJ","2018-06","Thursday ","23"
"MG","2017-07","Sunday   ","20"
"ES","2017-12","Friday   ","08"
"SP","2017-12","Tuesday  ","17"
"SP","2017-12","Tuesday  ","17"
"RJ","2017-09","Sunday   ","08"
"RJ","2017-09","Sunday   ","08"
"SP","2018-03","Saturday ","11"
"SP","2018-02","Sunday   ","12"
"MA","2018-03","Wednesday","08"
"SP","2017-08","Friday   ","20"
"SC","2018-06","Wednesday","12"
"RS","2018-05","Monday   ","18"
"SP","2018-02","Wednesday","11"
"SP","2018-02","Wednesday","11"
"SP","2017-08","Monday   ","13"
"PE","2018-02","Thursday ","21"
"PE","2018-03","Monday   ","17"
"SP","2017-05","Friday   ","14"
"RJ","2017-08","Thursday ","10"
"RJ","2017-08","Thursday ","10"
"BA","2017-04","Monday   ","13"
"BA","2017-02","Friday   ","11"
"SP","2018-05","Sunday   ","16"
"SP","2018-05","Sunday   ","16"
"RS","2018-04","Sunday   ","19"
"RJ","2017-03","Wednesday","09"
"SP","2018-05","Wednesday","15"
"SP","2018-06","Monday   ","22"
"SC","2018-03","Thursday ","23"
"PR","2018-01","Thursday ","15"
"PE","2018-05","Tuesday  ","09"
"SC","2018-02","Monday   ","08"
"PE","2017-12","Sunday   ","19"
"SP","2018-05","Wednesday","10"
"SP","2018-04","Tuesday  ","23"
"GO","2017-11","Thursday ","14"
"DF","2017-06","Thursday ","13"
"SP","2018-05","Thursday ","14"
"SP","2018-05","Thursday ","14"
"SP","2018-08","Friday   ","18"
"SP","2018-01","Wednesday","19"
"SP","2018-03","Monday   ","18"
"SP","2018-03","Monday   ","18"
"SP","2018-03","Monday   ","18"
"SP","2017-09","Monday   ","21"
"ES","2017-05","Sunday   ","11"
"RS","2017-06","Thursday ","20"
"SP","2018-03","Thursday ","17"
"SP","2018-05","Friday   ","07"
"SP","2018-05","Friday   ","07"
"RJ","2018-02","Monday   ","12"
"SP","2017-12","Wednesday","21"
"SP","2017-11","Saturday ","10"
"SP","2017-09","Friday   ","22"
"SP","2017-12","Thursday ","01"
"SP","2017-09","Wednesday","18"
"SP","2017-09","Wednesday","18"
"SP","2017-09","Wednesday","18"
"SP","2017-09","Wednesday","18"
"SP","2017-09","Wednesday","18"
"PR","2017-07","Sunday   ","14"
"MG","2017-12","Saturday ","22"
"SP","2018-08","Friday   ","07"
"RJ","2018-02","Sunday   ","00"
"RJ","2018-01","Monday   ","16"
"RJ","2018-06","Friday   ","13"
"SP","2018-08","Saturday ","16"
"SC","2018-03","Tuesday  ","15"
"SP","2018-06","Friday   ","13"
"RJ","2017-11","Friday   ","18"
"RJ","2017-11","Friday   ","18"
"RJ","2017-11","Friday   ","18"
"RJ","2018-08","Wednesday","14"
"SP","2018-08","Tuesday  ","14"
"SP","2018-08","Tuesday  ","14"
"RS","2018-02","Tuesday  ","15"
"GO","2018-07","Tuesday  ","13"
"SP","2018-07","Saturday ","10"
"MG","2018-05","Thursday ","11"
"SP","2018-08","Friday   ","14"
"SP","2018-05","Thursday ","15"
"SC","2017-08","Saturday ","10"
"SP","2018-03","Sunday   ","18"
"SP","2017-11","Friday   ","09"
"SP","2017-11","Friday   ","09"
"SP","2018-02","Thursday ","16"
"MG","2018-01","Monday   ","09"
"RS","2018-01","Wednesday","19"
"SP","2017-11","Tuesday  ","16"
"RJ","2018-05","Thursday ","14"
"ES","2017-10","Monday   ","17"
"SP","2018-06","Wednesday","09"
"SP","2018-04","Tuesday  ","16"
"RS","2017-09","Saturday ","20"
"RS","2017-09","Saturday ","20"
"RS","2017-09","Saturday ","20"
"SP","2018-05","Wednesday","21"
"MG","2017-11","Wednesday","01"
"PE","2018-02","Tuesday  ","01"
"AM","2017-09","Monday   ","19"
"SP","2017-09","Sunday   ","14"
"PI","2017-08","Wednesday","11"
"SC","2017-03","Monday   ","19"
"PR","2017-05","Thursday ","00"
"ES","2018-02","Monday   ","19"
"SP","2018-01","Wednesday","13"
"RN","2017-07","Tuesday  ","16"
"RJ","2018-01","Saturday ","22"
"GO","2017-03","Tuesday  ","13"
"BA","2018-08","Tuesday  ","20"
"RJ","2017-08","Tuesday  ","23"
"SP","2017-11","Friday   ","13"
"GO","2018-04","Sunday   ","18"
"SC","2018-04","Friday   ","11"
"PR","2018-04","Monday   ","17"
"SP","2017-06","Friday   ","17"
"SP","2018-06","Monday   ","15"
"SP","2018-06","Monday   ","15"
"SP","2017-12","Thursday ","10"
"RS","2018-02","Monday   ","21"
"SP","2017-11","Monday   ","00"
"SP","2018-07","Thursday ","12"
"SP","2017-09","Tuesday  ","10"
"SP","2017-10","Tuesday  ","10"
"RS","2018-02","Monday   ","16"
"SP","2017-09","Wednesday","17"
"SP","2018-07","Monday   ","21"
"MA","2017-05","Wednesday","14"
"MA","2017-04","Thursday ","13"
"RN","2017-07","Saturday ","22"
"RJ","2018-01","Monday   ","22"
"RJ","2017-12","Thursday ","10"
"SP","2018-08","Tuesday  ","20"
"SP","2018-05","Wednesday","08"
"SP","2017-02","Thursday ","12"
"SC","2017-11","Thursday ","23"
"SC","2017-11","Thursday ","23"
"PE","2018-03","Saturday ","10"
"SP","2018-08","Tuesday  ","23"
"BA","2018-03","Thursday ","19"
"BA","2018-03","Thursday ","19"
"BA","2018-03","Thursday ","19"
"BA","2018-03","Thursday ","19"
"BA","2018-03","Thursday ","19"
"MG","2018-04","Thursday ","00"
"DF","2016-10","Thursday ","13"
"MG","2017-10","Monday   ","22"
"SC","2017-04","Wednesday","00"
"SP","2018-06","Thursday ","14"
"SC","2017-12","Wednesday","20"
"SP","2017-10","Monday   ","18"
"SP","2017-10","Monday   ","19"
"ES","2018-01","Tuesday  ","06"
"MG","2018-01","Wednesday","11"
"RO","2017-06","Saturday ","23"
"MG","2017-07","Saturday ","15"
"PE","2018-06","Sunday   ","12"
"RJ","2018-04","Friday   ","16"
"SP","2017-12","Friday   ","15"
"ES","2018-08","Wednesday","17"
"PE","2018-01","Monday   ","23"
"PE","2018-01","Monday   ","23"
"GO","2018-01","Tuesday  ","13"
"SP","2017-07","Saturday ","12"
"RS","2017-10","Monday   ","20"
"RJ","2017-11","Sunday   ","00"
"RJ","2017-05","Sunday   ","00"
"BA","2017-11","Sunday   ","20"
"SP","2018-02","Friday   ","21"
"SP","2017-09","Sunday   ","12"
"BA","2017-10","Wednesday","17"
"RJ","2018-08","Saturday ","14"
"PE","2018-01","Monday   ","09"
"SP","2017-12","Sunday   ","11"
"SP","2018-04","Tuesday  ","23"
"RS","2018-08","Tuesday  ","20"
"SP","2017-08","Tuesday  ","11"
"SP","2018-06","Friday   ","15"
"SP","2018-06","Friday   ","15"
"SP","2018-06","Friday   ","15"
"RJ","2017-11","Friday   ","21"
"SP","2018-07","Saturday ","13"
"SP","2017-11","Sunday   ","17"
"SP","2018-02","Sunday   ","09"
"SP","2018-02","Wednesday","23"
"SP","2018-01","Sunday   ","12"
"SP","2018-01","Monday   ","08"
"SP","2017-11","Friday   ","11"
"RS","2018-02","Sunday   ","17"
"SP","2017-06","Sunday   ","21"
"PI","2018-03","Monday   ","12"
"SP","2017-08","Tuesday  ","20"
"RJ","2017-05","Wednesday","00"
"ES","2018-08","Friday   ","23"
"SC","2018-01","Tuesday  ","19"
"SC","2018-01","Tuesday  ","19"
"SP","2017-12","Friday   ","17"
"RS","2018-01","Sunday   ","19"
"RS","2018-01","Sunday   ","19"
"SP","2018-06","Sunday   ","17"
"SP","2017-01","Thursday ","23"
"RJ","2018-07","Wednesday","20"
"RN","2018-01","Friday   ","11"
"RO","2017-07","Saturday ","13"
"SP","2018-07","Monday   ","12"
"SP","2018-05","Sunday   ","21"
"BA","2017-10","Thursday ","11"
"PR","2017-08","Wednesday","19"
"BA","2018-06","Wednesday","11"
"SP","2017-11","Friday   ","22"
"SP","2018-06","Saturday ","16"
"MG","2018-07","Tuesday  ","19"
"SP","2017-11","Sunday   ","01"
"RS","2018-05","Saturday ","20"
"GO","2017-06","Wednesday","11"
"SP","2017-08","Thursday ","20"
"SP","2017-11","Monday   ","16"
"DF","2018-04","Tuesday  ","23"
"RJ","2017-12","Thursday ","20"
"PA","2018-07","Friday   ","11"
"MG","2017-12","Thursday ","23"
"BA","2017-08","Friday   ","19"
"RJ","2018-02","Friday   ","20"
"SP","2018-02","Saturday ","21"
"SP","2018-08","Friday   ","15"
"PE","2017-08","Tuesday  ","22"
"DF","2018-07","Sunday   ","12"
"MS","2017-05","Friday   ","10"
"SP","2018-02","Friday   ","13"
"SP","2018-05","Monday   ","21"
"RJ","2017-12","Sunday   ","21"
"RS","2017-09","Friday   ","20"
"RS","2017-03","Saturday ","22"
"RS","2018-05","Tuesday  ","11"
"SP","2018-01","Monday   ","13"
"MG","2018-06","Sunday   ","13"
"SP","2018-02","Thursday ","14"
"PR","2018-07","Monday   ","18"
"BA","2018-02","Tuesday  ","09"
"MG","2017-04","Tuesday  ","20"
"PR","2017-03","Friday   ","17"
"PR","2018-05","Monday   ","21"
"SP","2018-01","Tuesday  ","20"
"PE","2018-01","Monday   ","22"
"MG","2017-11","Monday   ","16"
"MG","2017-04","Thursday ","14"
"SP","2018-07","Monday   ","18"
"MG","2018-05","Monday   ","19"
"SP","2018-07","Wednesday","17"
"PR","2017-08","Saturday ","22"
"MA","2017-11","Friday   ","18"
"SP","2017-11","Friday   ","18"
"SP","2018-06","Sunday   ","21"
"GO","2017-11","Thursday ","14"
"MS","2017-05","Wednesday","09"
"DF","2017-08","Thursday ","21"
"DF","2017-08","Thursday ","21"
"DF","2017-08","Thursday ","21"
"MG","2017-12","Friday   ","22"
"RS","2017-08","Thursday ","23"
"SP","2017-09","Saturday ","16"
"RJ","2017-10","Tuesday  ","12"
"MG","2018-03","Tuesday  ","20"
"CE","2017-10","Wednesday","00"
"SC","2017-06","Thursday ","19"
"RS","2017-08","Saturday ","14"
"SP","2017-08","Thursday ","18"
"MG","2017-01","Thursday ","23"
"MG","2017-11","Tuesday  ","01"
"TO","2017-12","Tuesday  ","12"
"ES","2018-05","Wednesday","07"
"MA","2017-12","Friday   ","13"
"RS","2017-08","Tuesday  ","17"
"SP","2017-01","Sunday   ","20"
"SP","2017-10","Wednesday","14"
"RJ","2017-12","Friday   ","13"
"RJ","2017-12","Friday   ","13"
"RJ","2018-02","Thursday ","09"
"SC","2017-11","Friday   ","15"
"RJ","2018-03","Friday   ","13"
"PR","2017-11","Tuesday  ","04"
"SP","2018-04","Saturday ","17"
"SP","2018-03","Friday   ","16"
"RJ","2018-01","Monday   ","17"
"SP","2018-01","Tuesday  ","14"
"MG","2017-11","Monday   ","11"
"MG","2018-02","Wednesday","13"
"PR","2018-06","Saturday ","21"
"SP","2017-08","Sunday   ","22"
"MG","2018-04","Wednesday","15"
"RJ","2018-03","Thursday ","10"
"SP","2017-12","Thursday ","18"
"PR","2018-03","Saturday ","17"
"BA","2017-03","Friday   ","16"
"SP","2018-02","Wednesday","15"
"SP","2018-07","Thursday ","15"
"MG","2017-07","Tuesday  ","11"
"SP","2017-04","Friday   ","09"
"SP","2018-02","Wednesday","13"
"SP","2018-04","Wednesday","14"
"MG","2018-08","Friday   ","22"
"SP","2018-02","Saturday ","15"
"PE","2017-04","Wednesday","10"
"RJ","2017-08","Wednesday","17"
"RS","2018-03","Wednesday","17"
"SC","2017-03","Sunday   ","16"
"PR","2018-01","Friday   ","22"
"SP","2018-03","Thursday ","10"
"MG","2017-11","Saturday ","00"
"RS","2017-10","Sunday   ","14"
"BA","2018-07","Wednesday","15"
"SP","2018-06","Saturday ","17"
"BA","2017-10","Thursday ","22"
"RJ","2017-03","Monday   ","17"
"MG","2018-06","Friday   ","23"
"DF","2017-02","Monday   ","16"
"DF","2017-02","Monday   ","16"
"DF","2018-01","Monday   ","17"
"RJ","2018-01","Wednesday","22"
"RJ","2018-01","Wednesday","22"
"PR","2017-11","Wednesday","00"
"PR","2017-11","Wednesday","00"
"RS","2017-03","Tuesday  ","22"
"SP","2018-06","Sunday   ","20"
"SP","2018-05","Tuesday  ","20"
"PR","2018-08","Saturday ","20"
"RJ","2018-02","Tuesday  ","20"
"SP","2018-02","Wednesday","20"
"SP","2017-07","Sunday   ","14"
"SP","2017-07","Sunday   ","14"
"RS","2018-05","Thursday ","15"
"RS","2018-05","Monday   ","18"
"RJ","2017-08","Thursday ","11"
"MG","2018-01","Friday   ","09"
"SP","2017-09","Wednesday","11"
"SP","2018-03","Friday   ","16"
"SP","2018-01","Tuesday  ","16"
"MG","2018-01","Tuesday  ","17"
"PE","2017-07","Thursday ","22"
"MG","2018-05","Wednesday","10"
"PR","2018-01","Friday   ","14"
"MG","2018-01","Monday   ","09"
"MG","2018-03","Tuesday  ","14"
"MG","2018-05","Sunday   ","21"
"MG","2018-05","Sunday   ","21"
"SP","2017-09","Sunday   ","14"
"SP","2018-04","Tuesday  ","13"
"SP","2018-07","Saturday ","19"
"SP","2018-07","Saturday ","19"
"SP","2018-07","Saturday ","19"
"SP","2018-07","Saturday ","19"
"RJ","2017-11","Sunday   ","17"
"MG","2018-04","Thursday ","13"
"MG","2018-04","Thursday ","13"
"SP","2018-07","Sunday   ","23"
"SC","2018-05","Monday   ","19"
"SP","2018-07","Wednesday","20"
"RS","2017-08","Sunday   ","22"
"MG","2018-03","Monday   ","22"
"RJ","2017-02","Monday   ","10"
"BA","2017-11","Saturday ","12"
"RJ","2017-07","Monday   ","16"
"PR","2017-06","Tuesday  ","14"
"SP","2018-02","Saturday ","07"
"RS","2017-09","Tuesday  ","08"
"SP","2018-01","Thursday ","13"
"CE","2018-03","Tuesday  ","10"
"SP","2018-01","Monday   ","22"
"RJ","2017-11","Saturday ","12"
"SP","2018-04","Sunday   ","14"
"DF","2018-02","Wednesday","15"
"SP","2017-05","Friday   ","11"
"MG","2017-08","Friday   ","13"
"SC","2017-11","Tuesday  ","00"
"RJ","2018-05","Monday   ","09"
"SP","2017-05","Thursday ","18"
"GO","2017-12","Tuesday  ","10"
"SP","2018-08","Sunday   ","18"
"SP","2018-03","Tuesday  ","17"
"RJ","2017-02","Friday   ","15"
"RJ","2017-02","Friday   ","15"
"SP","2017-10","Tuesday  ","23"
"SC","2017-12","Thursday ","11"
"CE","2017-09","Monday   ","11"
"SP","2017-12","Tuesday  ","21"
"PE","2017-12","Monday   ","18"
"BA","2017-11","Monday   ","15"
"MG","2018-06","Thursday ","10"
"SC","2018-01","Sunday   ","19"
"SC","2018-01","Sunday   ","19"
"MG","2018-02","Friday   ","18"
"SC","2018-05","Sunday   ","21"
"SP","2018-03","Thursday ","10"
"SP","2018-08","Friday   ","13"
"BA","2018-01","Sunday   ","21"
"BA","2018-01","Sunday   ","21"
"SP","2018-04","Tuesday  ","20"
"SP","2018-05","Friday   ","17"
"RJ","2018-01","Tuesday  ","19"
"MG","2017-04","Monday   ","09"
"SP","2018-01","Wednesday","13"
"SP","2018-06","Sunday   ","22"
"PR","2017-10","Friday   ","13"
"SP","2018-02","Wednesday","13"
"SP","2017-09","Saturday ","11"
"RJ","2018-02","Sunday   ","22"
"MG","2018-04","Wednesday","19"
"MG","2018-08","Sunday   ","20"
"TO","2017-02","Monday   ","22"
"PE","2017-01","Wednesday","16"
"SP","2017-10","Wednesday","21"
"SP","2017-06","Friday   ","18"
"SP","2017-06","Friday   ","18"
"SP","2018-06","Monday   ","12"
"SP","2017-12","Thursday ","20"
"ES","2017-11","Sunday   ","14"
"SP","2017-04","Tuesday  ","16"
"SP","2017-10","Wednesday","17"
"PR","2018-01","Monday   ","11"
"PR","2017-05","Wednesday","08"
"RJ","2018-01","Wednesday","11"
"PR","2018-07","Thursday ","23"
"PR","2018-07","Thursday ","16"
"PR","2018-07","Thursday ","16"
"RS","2017-07","Sunday   ","18"
"RS","2017-07","Sunday   ","18"
"PR","2018-01","Friday   ","17"
"GO","2018-06","Saturday ","16"
"SP","2017-08","Saturday ","11"
"SP","2018-08","Wednesday","18"
"MG","2017-02","Monday   ","15"
"MG","2017-10","Thursday ","08"
"MG","2018-05","Tuesday  ","19"
"MG","2018-05","Tuesday  ","19"
"SP","2018-01","Tuesday  ","13"
"RS","2018-05","Thursday ","11"
"RS","2018-05","Thursday ","11"
"MG","2018-06","Tuesday  ","15"
"SP","2018-05","Monday   ","10"
"SP","2018-04","Thursday ","10"
"PB","2017-03","Thursday ","10"
"GO","2017-10","Thursday ","18"
"SP","2018-07","Monday   ","23"
"SP","2017-03","Friday   ","08"
"SP","2017-08","Friday   ","12"
"SP","2018-01","Sunday   ","23"
"RJ","2018-05","Wednesday","16"
"SP","2018-04","Monday   ","15"
"RJ","2017-03","Monday   ","19"
"MG","2018-03","Wednesday","22"
"SP","2018-03","Saturday ","19"
"SC","2017-08","Tuesday  ","07"
"SP","2018-02","Friday   ","17"
"MG","2018-02","Wednesday","00"
"SP","2017-10","Sunday   ","21"
"MG","2017-03","Monday   ","12"
"PR","2017-05","Saturday ","14"
"PR","2017-05","Saturday ","14"
"PR","2017-05","Saturday ","14"
"SP","2017-08","Thursday ","22"
"PR","2017-07","Wednesday","14"
"SC","2017-02","Tuesday  ","17"
"RJ","2017-11","Sunday   ","13"
"BA","2018-05","Monday   ","15"
"PR","2018-05","Monday   ","11"
"SP","2018-06","Wednesday","14"
"SP","2018-06","Wednesday","14"
"SP","2018-06","Wednesday","14"
"RJ","2017-12","Friday   ","15"
"RS","2017-02","Saturday ","19"
"SP","2017-10","Friday   ","09"
"RJ","2017-11","Tuesday  ","23"
"SP","2018-08","Wednesday","08"
"SP","2017-02","Sunday   ","17"
"MG","2017-09","Saturday ","14"
"RJ","2017-08","Sunday   ","14"
"SC","2017-12","Friday   ","16"
"SP","2017-11","Friday   ","19"
"RJ","2017-11","Wednesday","16"
"RJ","2018-02","Monday   ","12"
"DF","2018-04","Saturday ","16"
"RJ","2018-06","Thursday ","11"
"ES","2017-05","Monday   ","13"
"RJ","2018-02","Thursday ","18"
"ES","2018-07","Tuesday  ","13"
"SP","2017-09","Friday   ","10"
"RJ","2018-07","Sunday   ","18"
"SP","2017-02","Thursday ","18"
"PE","2018-01","Thursday ","23"
"BA","2017-07","Saturday ","20"
"SP","2018-05","Wednesday","08"
"RJ","2018-08","Tuesday  ","11"
"SP","2017-10","Saturday ","11"
"SP","2017-10","Saturday ","11"
"MG","2018-02","Sunday   ","19"
"MG","2017-04","Tuesday  ","21"
"MG","2017-04","Tuesday  ","21"
"SP","2018-07","Saturday ","20"
"AL","2017-08","Monday   ","13"
"RJ","2018-04","Saturday ","11"
"RS","2017-12","Sunday   ","10"
"RS","2018-08","Thursday ","11"
"RS","2018-08","Thursday ","11"
"SP","2017-08","Monday   ","12"
"SP","2017-07","Friday   ","15"
"MT","2018-05","Tuesday  ","09"
"RJ","2017-11","Wednesday","19"
"RJ","2017-11","Wednesday","19"
"SP","2017-06","Wednesday","13"
"SP","2017-11","Tuesday  ","11"
"SP","2018-04","Monday   ","13"
"PR","2016-10","Wednesday","08"
"SP","2017-10","Wednesday","16"
"RO","2017-02","Tuesday  ","15"
"SP","2018-03","Thursday ","14"
"RJ","2017-05","Sunday   ","23"
"TO","2017-12","Tuesday  ","19"
"MG","2017-03","Thursday ","20"
"SP","2017-08","Friday   ","12"
"SE","2017-12","Saturday ","22"
"PR","2017-09","Sunday   ","15"
"CE","2018-02","Thursday ","10"
"CE","2018-02","Thursday ","10"
"SP","2018-06","Tuesday  ","13"
"SC","2017-12","Thursday ","18"
"RJ","2018-03","Saturday ","11"
"SP","2018-08","Tuesday  ","23"
"GO","2017-07","Thursday ","16"
"RJ","2018-02","Tuesday  ","16"
"RJ","2018-02","Tuesday  ","16"
"RJ","2017-11","Tuesday  ","13"
"SP","2018-02","Saturday ","01"
"SP","2018-08","Monday   ","23"
"RJ","2018-07","Friday   ","10"
"BA","2018-02","Saturday ","23"
"RJ","2018-07","Thursday ","11"
"SP","2017-05","Saturday ","16"
"SP","2018-08","Thursday ","19"
"GO","2017-10","Tuesday  ","15"
"GO","2017-10","Tuesday  ","15"
"SP","2017-11","Wednesday","00"
"SP","2017-12","Wednesday","16"
"SP","2018-02","Tuesday  ","10"
"SP","2017-11","Wednesday","19"
"SP","2018-08","Friday   ","16"
"SP","2018-08","Friday   ","16"
"MG","2017-12","Thursday ","09"
"SP","2016-10","Thursday ","07"
"RS","2018-03","Monday   ","11"
"SP","2017-09","Saturday ","20"
"RJ","2017-11","Tuesday  ","15"
"SP","2018-07","Tuesday  ","10"
"PR","2017-10","Sunday   ","10"
"PR","2017-10","Sunday   ","10"
"ES","2018-04","Saturday ","23"
"GO","2017-10","Friday   ","15"
"RJ","2018-03","Thursday ","21"
"DF","2017-05","Thursday ","15"
"SP","2018-03","Thursday ","18"
"SP","2017-04","Wednesday","17"
"MG","2018-02","Saturday ","17"
"MG","2018-03","Monday   ","16"
"PR","2017-06","Sunday   ","10"
"SC","2017-09","Friday   ","13"
"SP","2018-08","Monday   ","08"
"SP","2017-11","Sunday   ","12"
"SP","2018-02","Saturday ","01"
"RJ","2017-02","Sunday   ","09"
"PR","2018-05","Monday   ","10"
"SP","2017-06","Tuesday  ","10"
"SC","2018-08","Tuesday  ","19"
"SP","2018-04","Saturday ","19"
"DF","2017-06","Friday   ","21"
"RJ","2017-07","Tuesday  ","18"
"SP","2018-04","Saturday ","19"
"SP","2018-04","Saturday ","19"
"AL","2018-06","Tuesday  ","10"
"MG","2018-03","Thursday ","14"
"DF","2017-05","Monday   ","11"
"GO","2017-05","Sunday   ","12"
"SP","2017-04","Sunday   ","18"
"GO","2018-05","Monday   ","13"
"SP","2018-05","Saturday ","15"
"ES","2017-11","Sunday   ","23"
